name,host_id,host_name,host_since,host_since_years,Seasons,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,host_has_profile_pic,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Private Rm Near Metro Shared Bath,32578081,Abby,5/4/15,2015,0,1,3,3,0,1,26,Washington,DC,20010,14,0,1,2,1,1,1,1,Real Bed,49,1,335,1175,0,0,1,$20.00 ,4,180,365,10/2/15,0,0,0,0,0,0,0,3,0,0,2,0
Luxury 1BD Apartment - Metro,982782,Aksh,8/17/11,2011,4,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,69,2,500,2400,250,40,2,$0.00 ,1,1125,272,10/2/15,6,9/1/15,9/22/15,97,10,9,1,2,0,0,1,5.45
"Lovely 1BR, excellent location",23378437,Elizabeth And Vanda,11/5/14,2014,0,1,3,3,1,1,26,Washington,DC,20010,14,0,1,1,3,1,1,1,Real Bed,171,3,1144,2747,0,80,1,$0.00 ,3,1125,358,10/2/15,0,0,0,0,0,0,1,3,0,0,3,0
NEW LUXURY  2BR /2 level/2.5 Bath,11600217,StayDC,1/24/14,2014,4,1,4,4,0,1,26,Washington,DC,20010,14,0,6,1,7,2.5,2,4,Real Bed,209,3,0,0,150,120,4,$0.00 ,2,1125,330,10/2/15,10,8/2/15,9/27/15,98,10,10,1,3,0,0,2,4.76
Fabulous Meridian Hill Park Studio,37935727,Lauren,7/8/15,2015,0,1,1,1,1,1,26,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,70,2,0,0,0,0,1,$0.00 ,1,1125,18,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Charming Columbia Heights Rowhouse,16521447,Tewodaj,6/8/14,2014,0,1,1,1,0,1,77,Washington,DC,20010,14,0,8,1,2,1,1,1,Futon,94,2,592,2256,0,0,1,$0.00 ,1,1125,171,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Great room on the outskirts of DC,22687284,Soletia,10/18/14,2014,4,1,1,1,1,1,26,Washington,DC,20010,14,0,8,3,1,1,1,1,Couch,25,1,0,0,0,0,1,$0.00 ,1,1125,322,10/3/15,1,11/2/14,11/2/14,100,10,10,1,1,0,0,1,0.09
Room in Charming Mount Pleasant!,5754717,Sahar And Sapna,4/3/13,2013,2,1,1,1,0,1,67,Washington,DC,20010,14,0,8,2,2,1,1,1,Futon,60,2,0,0,0,10,1,$0.00 ,1,14,260,10/3/15,12,5/8/13,4/19/15,90,9,8,1,1,1,1,1,0.41
Top Floor Loft with Roof Terrace,33384192,Christopher,5/14/15,2015,3,1,1,1,0,1,77,Washington,DC,20010,14,0,9,1,5,2,1,1,Real Bed,136,2,750,0,200,0,1,$0.00 ,7,14,110,10/2/15,1,7/5/15,7/5/15,80,10,8,1,2,0,0,1,0.33
Private studio Historic Mt Pleasant,19679546,Elinor,8/8/14,2014,4,1,1,1,1,1,67,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,90,2,575,1600,0,30,1,$0.00 ,1,1125,237,10/3/15,9,6/1/15,9/17/15,98,10,10,1,1,0,0,1,2.16
1BD Offers Proximity and Privacy,29738489,Zina,3/21/15,2015,4,1,1,1,0,1,77,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,95,2,600,2000,200,40,0,$0.00 ,1,1125,348,10/3/15,13,4/12/15,10/2/15,95,10,10,0,2,0,0,1,2.23
"Big, Sunny Apt in 2",44673018,Olivia,9/20/15,2015,0,1,1,1,1,1,2,Washington,DC,20009,14,0,1,1,7,2,3,3,Real Bed,750,6,0,0,0,0,1,$0.00 ,2,2,0,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Luxury 1-bed/1-bath in Columbia Hts,1971144,Jonathan,3/19/12,2012,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,95,2,600,0,0,0,1,$0.00 ,2,1125,0,10/3/15,10,11/28/14,9/19/15,92,9,9,1,2,0,0,1,0.97
Great apt near Zoo/Columbia Heights,2139171,Valerie,4/14/12,2012,3,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,4,1,1,2,Real Bed,80,2,525,0,0,20,3,$0.00 ,2,13,9,10/3/15,2,7/23/15,8/10/15,100,10,9,1,2,0,0,1,0.82
Spacious 1BD in hot neighborhood,10665430,Allen,12/16/13,2013,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,1,2,Real Bed,101,2,601,2121,0,25,1,$0.00 ,5,1125,23,10/3/15,4,5/25/15,9/12/15,100,10,10,1,1,0,0,1,0.91
Columbia Heights,22524642,Ian,10/14/14,2014,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,90,2,0,2100,0,0,1,$0.00 ,2,1125,82,10/3/15,12,4/22/15,9/28/15,88,10,9,1,2,0,0,1,2.18
Beautiful 2BR on 16th,9926776,John,11/10/13,2013,4,1,2,2,1,1,67,Washington,DC,20009,14,0,1,1,4,1,2,2,Real Bed,124,2,0,0,200,30,1,$0.00 ,3,1125,154,10/3/15,11,12/1/14,9/19/15,100,10,10,1,3,0,0,2,1.07
Spare Bedroom - Columbia Heights,42935495,Shawn,8/30/15,2015,4,1,3,3,0,1,26,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,75,2,0,0,0,20,2,$20.00 ,1,1125,80,10/3/15,7,9/8/15,9/15/15,97,10,9,1,3,0,0,3,7
800 Sq Ft & Close to Down Town,22303263,June,10/8/14,2014,4,1,1,1,1,1,26,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,70,2,500,0,0,0,1,$10.00 ,1,7,361,10/3/15,33,10/19/14,9/21/15,95,10,10,1,3,0,0,1,2.83
AWESOME room in Columbia Heights,15740952,Joan,5/19/14,2014,3,1,1,1,0,1,26,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,85,2,0,0,100,65,1,$15.00 ,2,1125,351,10/3/15,13,6/12/14,7/18/15,95,9,10,1,2,0,0,1,0.81
Private Bedroom in the HEART of DC!,16484047,Nathan,6/7/14,2014,4,1,1,1,1,1,26,Washington,DC,20009,14,0,1,2,2,2,1,1,Real Bed,70,2,0,0,0,0,1,$30.00 ,1,1125,362,10/3/15,1,9/16/15,9/16/15,100,10,10,1,1,0,0,1,1
Clean Studio Convenient Location!,4969287,John,2/4/13,2013,4,0,1,1,0,1,2,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,109,2,675,2200,0,25,1,$0.00 ,3,1125,309,10/2/15,25,11/23/14,9/25/15,98,10,10,0,3,0,0,1,2.38
Beautiful Furnished Brand New Condo,712885,Sebastien,6/17/11,2011,3,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,5,2.5,2,3,Real Bed,280,4,1500,3000,1000,100,1,$0.00 ,2,30,76,10/2/15,1,8/16/15,8/16/15,100,10,8,1,1,0,0,1,0.61
Comfy 1Bed/1Bath in Meridian Hill,702905,Carolina,6/14/11,2011,4,1,1,1,1,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,80,2,530,1833,500,70,2,$0.00 ,3,180,153,10/2/15,2,10/12/14,10/21/14,100,10,10,1,3,0,0,1,0.17
Cozy room with parking,38771042,Shaheen,7/17/15,2015,3,1,1,1,1,1,77,Washington,DC,20010,14,0,8,2,2,1,1,1,Real Bed,65,2,0,0,0,0,1,$0.00 ,1,1125,50,10/2/15,1,7/29/15,7/29/15,80,10,6,1,1,0,0,1,0.45
Entire 1 Bedroom Apartment,4671797,April,1/12/13,2013,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,152,3,904,0,0,0,2,$15.00 ,2,7,26,10/3/15,12,3/18/13,9/30/15,93,10,10,1,2,0,0,1,0.39
Lovely Condo Minutes From Metro,17412222,Christine,6/29/14,2014,0,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,2,1.5,2,1,Real Bed,125,2,850,3200,0,100,1,$0.00 ,7,1125,336,10/3/15,0,0,0,0,0,0,1,3,0,0,1,0
Fun Mt. Pleasant Studio near Zoo!,11231930,Elizabeth,1/12/14,2014,4,0,1,1,0,1,67,Washington,DC,20010,14,0,1,1,4,1,0,2,Real Bed,94,2,650,2500,100,30,2,$10.00 ,1,30,316,10/3/15,51,2/3/15,9/28/15,95,9,10,0,2,0,0,1,6.3
"Bright and Beautiful, Walk to Metro",3393172,Roya,8/27/12,2012,4,1,2,2,1,1,26,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,135,2,850,3000,200,75,1,$10.00 ,2,1125,276,10/3/15,64,7/6/13,9/30/15,97,10,10,1,3,0,0,2,2.34
"Superconvenient, Hip Neighborhood",9772504,Joan,11/2/13,2013,2,0,2,2,0,1,26,Washington,DC,20009,14,0,1,1,4,1,2,3,Real Bed,220,3,1200,0,400,100,3,$25.00 ,2,1125,286,10/3/15,4,3/1/14,4/27/15,95,10,9,1,3,0,0,2,0.21
Stay in the hippest part of DC!,3057297,Stephen,7/25/12,2012,3,1,1,1,0,1,26,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,125,2,893,3150,0,0,1,$25.00 ,1,1125,301,10/3/15,22,5/29/14,6/2/15,98,10,10,1,1,0,0,1,1.34
Beautiful studio apartment,10098733,Dina,11/18/13,2013,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,1,3,1,0,2,Real Bed,125,2,875,2500,500,60,1,$0.00 ,3,1125,330,10/3/15,15,6/5/15,10/1/15,99,10,10,1,2,0,0,1,3.72
Renovated Studio 1 block from metro,24625784,Scott,12/8/14,2014,3,0,1,1,0,1,26,"Washington, D.C.",DC,20010,15,0,1,1,2,1,0,1,Real Bed,135,2,700,2050,300,20,1,$0.00 ,3,365,298,10/3/15,13,12/13/14,8/16/15,97,10,9,1,2,0,0,1,1.32
"Awesome studio, Columbia Heights",2072439,Anna,4/4/12,2012,3,1,1,1,0,1,67,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,143,2,875,2950,0,55,1,$15.00 ,1,60,335,10/3/15,32,3/2/13,6/29/15,94,10,9,1,2,0,0,1,1.01
Private Suite in an upscale house,7626666,Alex,7/21/13,2013,2,1,1,1,0,1,67,Washington,DC,20010,14,0,8,2,2,1,1,1,Real Bed,149,2,899,2995,0,0,1,$20.00 ,4,365,365,10/3/15,8,5/24/14,5/16/15,100,10,10,1,1,0,0,1,0.48
Gorgeous 1 bedroom Apt for Rent,5733999,Fadi,4/2/13,2013,3,1,2,2,0,1,26,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,100,2,0,0,0,50,1,$0.00 ,1,1125,7,10/3/15,9,7/24/13,6/19/15,100,10,10,1,1,0,0,2,0.34
Newly Renovated ColHeights Condo!,6449656,Tabari,5/18/13,2013,4,1,1,1,0,1,26,Washington,DC,20010,14,0,6,1,2,1,1,2,Real Bed,115,2,0,0,150,50,1,$0.00 ,1,1125,301,10/3/15,3,9/18/15,9/26/15,60,10,10,1,1,0,0,1,3
Cheery Studio in Mount Pleasant,13064193,Mike,3/12/14,2014,0,1,1,1,1,1,67,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,100,2,400,1399,0,0,1,$0.00 ,1,1125,182,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Lovely studio - great location,23378437,Elizabeth And Vanda,11/5/14,2014,0,1,3,3,1,1,26,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,148,2,800,0,0,60,1,$0.00 ,3,1125,365,10/3/15,0,0,0,0,0,0,1,3,0,0,3,0
Comfortable Studio in 2,6902973,Dustin,6/13/13,2013,4,1,1,1,0,1,2,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,90,2,600,0,0,0,1,$0.00 ,1,1125,49,10/3/15,4,8/30/13,9/1/14,95,9,8,1,3,0,0,1,0.16
Beautiful Studio Apartment,4179451,Carmela,11/18/12,2012,4,1,1,1,1,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,103,2,0,0,350,60,1,$0.00 ,2,1125,333,10/3/15,45,12/16/12,9/5/15,92,9,9,1,3,0,0,1,1.32
Sunny Apartment in Colombia Heights,26803167,Anacleta,1/27/15,2015,0,1,1,1,0,1,26,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,85,2,0,0,0,30,1,$0.00 ,1,1125,208,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
"Cozy Private Room, Bath and Deck!",4320365,Thomas,12/4/12,2012,2,1,1,1,0,1,26,Washington,DC,20009,14,0,8,2,2,1,1,1,Real Bed,80,2,525,0,250,45,1,$0.00 ,1,1125,343,10/3/15,10,8/18/13,4/18/15,100,10,10,1,1,1,1,1,0.39
"Bright DC Home, Close to Metro",10292499,April,11/27/13,2013,4,1,1,1,1,1,77,Washington,DC,20010,14,0,8,1,2,1,1,1,Real Bed,100,2,650,2300,0,50,2,$25.00 ,2,40,355,10/3/15,14,3/29/15,9/20/15,90,9,8,1,2,0,0,1,2.22
Cute Bedroom in Stylish 2 BD Apart,1298356,Brandon,10/16/11,2011,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,75,2,0,0,0,0,1,$0.00 ,1,1125,271,10/3/15,30,8/23/14,9/2/15,94,10,9,1,2,0,0,1,2.21
2.5 miles to the White House,261164,Jarek,10/13/10,2010,0,1,3,3,1,1,26,Washington,DC,20010,14,0,1,1,6,2,2,3,Real Bed,250,3,1600,4500,0,100,1,$0.00 ,5,730,332,10/3/15,0,0,0,0,0,0,1,2,0,0,3,0
Cozy room in Victorian house,2045940,Vlad,4/1/12,2012,3,1,3,3,0,1,77,Washington,DC,20001,14,0,8,2,2,1,1,1,Real Bed,115,2,595,995,0,0,1,$25.00 ,2,1125,283,10/3/15,6,7/18/14,8/22/15,100,10,8,1,1,0,0,3,0.41
Spacious Shared Living Room,26474746,Julia,1/21/15,2015,3,1,1,1,1,1,67,Washington,DC,20010,14,0,1,3,2,1,1,1,Airbed,48,1,320,0,100,25,1,$20.00 ,1,1125,365,10/3/15,4,3/29/15,8/11/15,100,10,10,1,1,0,0,1,0.63
Cozy Condo in Columbia Heights,27895235,Matt,2/17/15,2015,4,1,1,1,0,1,26,Washington,DC,20010,14,0,6,1,4,1,1,2,Real Bed,120,2,640,0,100,30,2,$20.00 ,2,14,301,10/3/15,4,8/4/15,9/29/15,90,9,9,1,2,0,0,1,1.97
"Spacious, fun one bedroom basement",4009355,Rosario,10/29/12,2012,3,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,4,1,1,1,Real Bed,117,2,727,1900,214,20,2,$20.00 ,4,60,354,10/3/15,15,12/23/12,6/7/15,91,9,9,1,2,0,0,1,0.44
Beautiful Townhouse Condo,8737310,David,9/9/13,2013,4,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,5,2,2,2,Real Bed,145,2,0,0,400,50,2,$30.00 ,2,1125,272,10/3/15,12,10/28/13,9/17/15,98,9,9,1,3,0,0,1,0.51
Spacious Bright 2BR in Mt Pleasant,4397261,Casey And Joel,12/13/12,2012,4,0,1,1,0,1,67,Washington,DC,20010,14,0,1,1,6,1,2,2,Real Bed,148,2,0,0,200,65,4,$15.00 ,1,1125,295,10/3/15,54,2/16/15,9/30/15,95,10,10,1,3,0,0,1,7.04
Gorgeous 4bdrm Townhouse w Roofdeck,7716314,April,7/25/13,2013,3,1,2,2,0,1,26,"Washington, D.C.",DC,20010,15,0,8,1,8,4.5,4,4,Real Bed,600,6,4000,15000,500,150,8,$50.00 ,1,1125,287,10/3/15,32,11/9/13,8/17/15,99,10,10,1,3,0,0,1,1.38
Cozy 2b/2b Close to U Street Metro,6120700,Danielle,4/27/13,2013,3,1,1,1,0,1,26,"Washington, D.C.",DC,20001,15,0,1,1,6,2,2,2,Real Bed,199,3,0,0,0,65,1,$0.00 ,1,3,13,10/3/15,25,1/10/15,6/29/15,100,10,10,0,2,0,0,1,2.81
Sunny Studio at the Heart of DC,34744527,Rumana,6/1/15,2015,0,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,1,1,0,1,Real Bed,60,2,0,0,0,0,1,$0.00 ,1,1125,65,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Fun location & get downtown quick M,4159134,Jeremy,11/15/12,2012,0,1,3,3,0,1,26,Washington,DC,20009,14,0,6,2,3,1,1,1,Real Bed,145,2,1225,5600,150,0,2,$50.00 ,2,1125,353,10/3/15,0,0,0,0,0,0,1,3,0,0,3,0
Modern 1 BR Condo near metro in DC,9602193,Allen,10/23/13,2013,0,1,1,1,0,1,26,Washington,DC,20010,14,0,6,1,2,1,1,1,Real Bed,99,2,610,2300,0,0,1,$0.00 ,5,1125,352,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
"2br, 1ba apt perfect location!!",32419141,Amy,5/2/15,2015,3,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,6,1,2,3,Real Bed,150,2,0,0,0,50,1,$0.00 ,1,1125,127,10/3/15,1,8/8/15,8/8/15,100,8,8,1,2,0,0,1,0.53
Park Ellison Apartments,39754558,Craig,7/27/15,2015,4,1,1,1,1,1,2,Washington,DC,20009,14,0,1,1,2,1,0,2,Real Bed,65,2,420,1500,400,0,1,$0.00 ,1,1125,357,10/3/15,1,9/4/15,9/4/15,100,10,10,1,1,0,0,1,1
Columbia Heights! Walk to Metro,37014,Lara & Alex,9/8/09,2009,4,1,25,25,0,1,26,Washington,DC,20010,14,0,1,1,5,1,2,3,Real Bed,119,2,0,0,300,90,4,$20.00 ,3,1125,333,10/3/15,10,7/25/15,9/29/15,90,9,10,1,1,0,0,22,4.23
"Grande Art Deco Apt, Mt Pleasant",3831642,Nicholas,10/10/12,2012,4,1,1,1,0,1,67,Washington,DC,20009,14,0,1,1,4,1,2,2,Real Bed,145,2,799,0,0,0,1,$0.00 ,3,1125,281,10/3/15,4,5/27/15,9/21/15,80,9,9,0,2,0,0,1,0.92
Columbia Heights 1 Bed/1 Bath,40589171,Nicholas,8/5/15,2015,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,80,2,0,0,0,0,1,$0.00 ,1,1125,32,10/3/15,3,9/8/15,9/21/15,100,10,10,1,1,0,0,1,3
1 BR rental Mt Pleasant DC $1800/mo,2416274,Eileen María,5/19/12,2012,3,1,2,2,1,1,67,Washington,DC,20010,14,0,1,1,4,1,1,2,Real Bed,125,2,630,1800,0,60,1,$0.00 ,1,1125,287,10/3/15,5,4/11/15,8/17/15,96,10,9,0,2,0,0,1,0.85
Fun location & easy to get downtown,4159134,Jeremy,11/15/12,2012,4,1,3,3,0,1,26,Washington,DC,20009,14,0,6,2,3,1,1,1,Real Bed,75,2,560,2520,150,0,2,$50.00 ,2,1125,162,10/3/15,1,9/21/15,9/21/15,100,10,10,1,3,0,0,3,1
"Sunny, beautiful studio with view.",7891450,Melanie,8/2/13,2013,2,1,1,1,1,1,67,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,100,2,650,2100,100,27,1,$18.00 ,2,1125,185,10/3/15,2,5/12/15,5/17/15,90,9,7,1,1,0,0,1,0.41
Cozy Apt w/ fireplace,24554688,Rachel,12/6/14,2014,3,1,1,1,0,1,67,"Washington, D.C.",DC,20010,15,0,1,1,4,1,1,2,Real Bed,125,2,750,2000,500,50,3,$25.00 ,1,1125,345,10/3/15,16,1/4/15,8/31/15,90,9,10,1,2,0,0,1,1.76
Cozy apartment in Columbia Heights,36287793,Tujon,6/20/15,2015,4,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,75,2,0,0,0,15,1,$0.00 ,1,1125,292,10/3/15,8,7/26/15,9/24/15,100,10,10,1,1,0,0,1,3.43
1 Room w bath in Columbia Heights,4562919,Rupen,1/2/13,2013,4,1,1,1,1,1,26,Washington,DC,20010,14,0,8,2,1,1,1,1,Airbed,90,2,0,0,0,0,1,$0.00 ,1,5,273,10/3/15,2,10/13/14,11/17/14,90,10,10,0,1,0,0,1,0.17
Pvt Entry 1bed/bath Park View Suite,2902940,Liz,7/11/12,2012,4,1,1,1,0,1,77,Washington,DC,20010,14,0,8,1,2,1,1,1,Real Bed,115,2,650,2400,0,45,2,$25.00 ,1,1125,332,10/3/15,14,7/5/15,9/29/15,96,10,10,1,2,0,0,1,4.62
Bedroom in hip DC neighborhood,789250,John,7/7/11,2011,3,1,6,6,0,1,26,Washington,DC,20010,14,0,8,2,2,1.5,1,1,Real Bed,75,2,0,0,0,0,2,$25.00 ,2,30,336,10/3/15,25,7/16/12,6/2/13,98,9,10,1,2,1,1,6,0.64
Fun location & get downtown quick W,4159134,Jeremy,11/15/12,2012,0,1,3,3,0,1,26,Washington,DC,20009,14,0,6,1,5,1,2,2,Real Bed,225,3,1715,7560,300,0,4,$50.00 ,2,1125,351,10/3/15,0,0,0,0,0,0,1,3,0,0,3,0
"Spacious, airy top-floor bedroom",12917384,Elisa,3/8/14,2014,2,1,1,1,0,1,26,Washington,DC,20010,14,0,8,2,1,0.5,1,1,Real Bed,45,1,280,0,0,0,1,$0.00 ,1,1125,125,10/3/15,3,5/12/15,5/20/15,93,9,7,1,1,0,0,1,0.62
Cozy Studio Across from Park,13632730,Caitlin,3/28/14,2014,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,125,2,0,0,100,25,2,$25.00 ,1,9,351,10/3/15,12,4/16/14,9/27/15,98,10,10,1,2,0,0,1,0.67
English Basement - Columbia Heights,42935495,Shawn,8/30/15,2015,0,1,3,3,0,1,26,Washington,DC,20009,14,0,1,1,6,1,2,2,Real Bed,200,3,0,0,100,25,4,$20.00 ,1,1125,347,10/3/15,0,0,0,0,0,0,1,3,0,0,3,0
Cozy 1-Bedroom in Columbia Heights,622400,Olga,5/24/11,2011,3,1,1,1,1,1,26,Washington,DC,20009,14,0,1,2,4,1,1,1,Real Bed,90,2,600,0,0,0,1,$30.00 ,3,21,342,10/2/15,1,7/4/14,7/4/14,57,8,6,1,2,0,0,1,0.07
Beautiful 2 BR - great for families,23378437,Elizabeth And Vanda,11/5/14,2014,0,1,3,3,1,1,26,Washington,DC,20010,14,0,1,1,5,2,2,2,Real Bed,258,4,1660,0,0,100,1,$0.00 ,3,1125,361,10/2/15,0,0,0,0,0,0,1,3,0,0,3,0
Private Room with Private Bath!,16476489,Aditi,6/6/14,2014,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,65,2,0,0,95,0,1,$0.00 ,2,1125,243,10/3/15,2,7/5/15,9/7/15,100,10,10,1,1,0,0,1,0.66
Comfortable Safe Great Space in DC,15519236,Louis,5/14/14,2014,4,1,3,3,0,1,2,Washington,DC,20009,14,0,1,3,2,1,1,1,Futon,49,1,295,985,0,0,1,$0.00 ,1,1125,349,10/3/15,5,9/20/15,9/28/15,100,10,10,1,2,0,0,2,5
2b+Den Lux 2BL Metro/Shop/Museums,120464,Cam,5/8/10,2010,2,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,8,2,3,5,Real Bed,450,5,3150,5900,0,200,1,$0.00 ,3,730,359,10/2/15,10,4/11/11,5/24/15,89,8,10,1,3,0,0,1,0.18
"Mt. Pleasant 2 BR rowhouse, nursery",1541121,Asa & Andrea,12/27/11,2011,4,1,1,1,1,1,67,"Washington, D.C.",DC,20010,15,0,8,1,8,2.5,3,4,Real Bed,325,4,2000,0,325,65,4,$10.00 ,2,14,238,10/3/15,16,4/1/13,10/27/14,96,10,10,1,2,0,0,1,0.52
The Flat at Harvard St,37085756,Joe,6/29/15,2015,4,1,1,1,0,1,26,Washington,DC,20009,14,0,6,1,3,1,1,1,Real Bed,150,2,895,2500,100,50,2,$25.00 ,1,1125,334,10/2/15,1,9/17/15,9/17/15,100,10,10,1,1,0,0,1,1
"Rm pvt ba, 2 blks to ColHeights",11223523,Sinead,1/12/14,2014,0,1,1,1,0,1,26,Washington,DC,20010,14,0,6,2,2,1,1,1,Real Bed,50,1,0,0,0,0,1,$0.00 ,1,1125,323,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
SPACIOUS room in the HEART of DC!,12430746,Arya,2/20/14,2014,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,2,2,2,1,1,Real Bed,56,2,500,2000,0,20,1,$35.00 ,2,1125,63,10/3/15,4,8/3/15,9/21/15,100,10,10,1,1,0,0,1,1.94
Spacious Central Apartment,22373900,Michelle,10/10/14,2014,4,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,7,1,1,3,Real Bed,178,3,0,0,0,0,1,$0.00 ,1,1125,357,10/3/15,3,7/5/15,9/7/15,100,10,10,1,1,0,0,1,0.99
Exquisitely Furnished Studio AdMo,3574033,Grace,9/15/12,2012,3,1,9,9,1,1,67,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,129,2,749,2499,500,200,1,$0.00 ,3,900,290,10/3/15,14,9/29/13,7/30/15,93,9,9,1,3,0,0,6,0.57
Art Lover and Kids Mecca!,23295575,Taiya,11/3/14,2014,0,1,2,2,1,1,77,Washington,DC,20010,14,0,8,1,6,1,2,4,Real Bed,120,2,1000,2500,300,130,4,$35.00 ,2,1125,238,10/3/15,0,0,0,0,0,0,1,2,0,0,2,0
Sunny carriage house apartment,20519355,Gabriel,8/25/14,2014,4,1,1,1,0,1,77,Washington,DC,20001,14,0,8,1,2,1,0,1,Real Bed,80,2,550,0,0,50,2,$0.00 ,1,9,99,10/3/15,5,7/4/15,9/3/15,95,10,9,1,2,0,0,1,1.63
Modern&Spacious 1 BR Apartment,9127573,Dietmar,9/29/13,2013,1,1,1,1,0,1,67,"Washington, D.C.",DC,20010,15,0,1,1,3,1,1,1,Real Bed,99,2,650,2450,0,40,2,$15.00 ,2,93,182,10/3/15,27,10/11/13,1/15/15,99,10,10,1,1,0,1,1,1.12
2 bedrom cozy row house,16428944,Khalil,6/5/14,2014,4,1,1,1,1,1,77,Washington,DC,20001,14,0,8,1,4,1,1,2,Real Bed,100,2,540,1900,0,0,1,$0.00 ,1,1125,296,10/3/15,4,7/23/15,9/1/15,87,9,8,1,1,0,0,1,1.64
Rustic DC Townhouse with Large Deck,12243051,Flatbook,2/14/14,2014,4,1,222,222,0,1,80,Washington,DC,20001,14,0,8,1,6,1.5,3,3,Real Bed,135,2,0,0,300,95,1,$0.00 ,3,1125,0,10/3/15,4,6/20/15,9/15/15,65,7,7,1,2,0,0,5,1.13
The Shabby Shack,39512200,Maurita,7/25/15,2015,4,1,1,1,0,1,67,Washington,DC,20010,14,0,8,2,1,1,1,1,Real Bed,55,2,0,0,300,30,1,$10.00 ,2,14,72,10/3/15,1,9/20/15,9/20/15,100,8,10,0,1,0,0,1,1
Beautiful BR in NW DC; Private Bath,13275854,Seamus,3/18/14,2014,4,1,5,5,0,1,67,Washington,DC,20010,14,0,8,2,2,1,1,1,Real Bed,79,2,500,1900,0,30,1,$5.00 ,1,1125,304,10/3/15,4,9/15/15,9/29/15,100,10,10,1,1,0,0,5,4
DC Oasis,26925527,Jennryn,1/29/15,2015,3,1,1,1,0,1,1,Washington,DC,20010,14,0,1,1,3,1,2,2,Real Bed,99,2,660,0,95,25,4,$15.00 ,1,1125,217,10/3/15,4,3/21/15,7/6/15,95,9,9,1,1,0,0,1,0.61
